,x,y
124,315.31345903421635,288.50927369887637
125,322.5811152984975,286.78153962844084
126,321.0307910461285,294.7194899835805
127,315.1712777820201,288.24571997386994
128,315.2829758634856,289.05828777465337
129,317.6877684662672,289.98944252560335
130,317.288447554546,286.5847463283082
131,314.2335808733621,288.97503663350244
132,314.39909746238334,281.4418832568999
133,310.89885210939906,288.9594769056595
134,312.21397495059995,288.90812631194444
135,312.845705068921,287.9615417405321
136,316.43159256278636,285.79496709358443
137,311.0003426868124,289.4060797272347
138,320.88596951614426,287.8820330395949
139,312.92669715529786,287.9860788604679
140,312.3188984395527,291.2151290992999
141,310.4645740411007,293.17717241397276
142,320.81086965399265,285.21531660860046
143,314.13334480165594,292.7050491808309
144,315.4957676119865,283.5920037409364
145,317.1562130387667,289.34949421168056
146,315.2870161521064,290.63126419497365
147,310.4454983121898,286.61096867496093
148,310.25931108044495,282.754181943977
149,318.00391588436713,286.4661082125279
150,316.73839464883406,290.8154889776736
151,314.8244161609545,285.78902420303586
152,312.17683139590747,288.84419861807226
153,315.02382814584126,290.61729604658484
154,314.6395440320103,287.39538569950537
155,313.02872819896004,287.0730786482842
156,313.5913972228247,286.9331248988792
157,313.67105231815947,291.7603630361993
158,317.25014313809766,290.8716358043031
159,311.0393874651011,286.8022084415208
160,319.29367849657325,289.3271554432095
161,309.51227991478976,285.7899811788394
162,313.79899293360387,286.61734645616235
163,311.1310542962618,289.84409142087617
164,315.97402771807987,282.74602314618517
165,315.09495425734104,288.0339001984723
166,314.97089469406535,286.59423167653466
167,313.87476674496907,290.5891793494234
168,313.99592586013415,290.3899034065324
169,315.5169520079157,290.06605910369484
170,312.2245396609046,293.86704375642404
171,310.1355374636796,288.2107741452332
172,315.2339848991774,290.9236696042463
173,311.24941210312716,288.00442246153256
174,315.1375852957938,288.62736349568183
175,314.6963612137253,285.98239489398196
176,319.49729442018054,288.0386503701537
177,314.7340592845583,292.76921091061126
178,316.3613566882574,285.0082853308734
179,319.1190443737594,286.5241363160204
180,315.9722962144689,288.71603054684846
181,312.4571980934095,284.66876450961234
182,314.3047165291142,288.429673957283
183,308.8867454963034,291.7510980091042
184,317.9861680127363,287.5878106241908
185,316.445544003109,294.61150402183694
186,309.99368116038755,286.80398120516355
187,315.7726836205387,287.1523400155044
188,311.28879156996965,287.2552054022566
189,320.11335444283145,282.9520381766254
190,314.8750549091126,285.708865943292
191,310.38437421882713,282.78967578331213
192,315.5126939882169,285.25999659870416
193,315.75663051474675,290.8700896025756
194,321.43982901259665,291.4783987392106
195,314.1560233060864,288.508431151086
196,319.2747187583591,286.25950130910195
197,314.2813639472109,288.1414071028806
198,315.58860194704283,289.57735329384286
199,317.0540078027835,285.913316344649
200,317.4664300173725,290.6200406426355
201,315.36063670988955,287.52310449269623
202,315.8672484693219,284.7169131586349
203,314.0578471589481,284.7752004241127
204,315.67641182664244,289.9520168812468
205,315.0532574425566,287.7138104542652
206,316.25699338376916,286.2946181961775
207,313.32203899377714,284.3611515933524
208,317.96587632071686,286.5790383066649
209,312.444567509599,294.4529713565113
210,315.38617445271024,286.4144655300034
211,310.91414279258413,287.1868120840914
212,310.92485942119504,285.4565805949402
213,314.0305331373957,287.34928841318475
214,320.79019397250914,287.47800636885074
215,314.63355180152575,286.3391533738723
216,316.6587289432467,287.90275133452326
217,313.4063802998858,289.50007119080965
218,316.58404642545787,286.57201304489394
219,311.6608363033776,286.9117188148227
220,313.82630326094903,290.8131762582106
221,316.6572915651474,285.96685986905504
222,314.8624822356591,288.8387565804282
223,319.098305838114,287.40799495461175
224,313.39945139829774,294.591902150201
225,316.9687062690005,287.44470373357007
226,313.34130352232444,282.44658794259067
227,318.9036993672487,289.6863783968196
228,316.7738195693304,288.0713372123253
229,318.22323941007454,286.0006378903295
230,313.78557808282096,286.5750923137535
231,305.527417368012,286.11466402283094
232,316.5959210027312,289.254843616398
233,318.42054204658734,285.3687130219306
234,309.71042716139897,287.13098285713045
235,311.5973311177073,289.68929898777736
236,315.1053241361172,292.2600745136658
237,315.8113417499854,283.8979522514794
238,315.1734779320125,289.8651572449105
239,312.31450475244094,290.92390823492724
240,315.6963260486823,291.55342438886754
241,312.9555612599091,288.74893875834545
242,310.27726937044355,283.605402465957
243,314.6936988589924,291.5365931384443
244,315.81447947755595,283.5112459049082
245,313.64808970432,284.22774597707735
246,314.637973037717,286.40739792332073
247,313.2921861003275,291.9906298234264
248,322.6408119866344,284.61284285388825
249,316.82012896840166,287.9117608976378
250,316.7602437674728,286.43885754342966
251,314.7047837602196,287.68155049663716
252,308.0451821328097,283.25256547602606
253,315.115925415898,290.47109342049504
254,308.5166611674346,289.8891806605579
255,314.88974132469826,286.3258055909314
256,317.1215135055664,289.0008081915816
257,315.7509541125511,290.22588320684594
258,312.22656859256756,288.91210776350147
259,313.8015023574922,286.01467578337974
260,316.8660223085371,288.56919598511564
261,310.5976352768821,291.8978780875539
262,313.47513338668426,286.1782897038994
263,314.3162231987099,287.18801897470956
264,308.69533711117134,288.15812974900746
265,312.48947148006187,289.55646050587455
266,313.5934317917252,289.9234851801047
267,314.62785549042803,290.05799954102525
268,317.8796152756206,292.9135731614545
269,324.0533926322178,285.5873321246779
270,316.13871251642047,291.53758742285936
271,314.3838511286135,286.45386564383267
272,313.13726572373764,284.07944194383396
273,320.7498998495379,287.4205034809321
274,315.2045141987837,285.68935517626676
275,313.09316396884935,289.2378347543079
276,319.64280703559905,289.26237017908346
277,315.5428327364438,287.183927485655
278,312.5501106088979,292.945925415471
279,315.99640782485443,285.8355054463274
280,315.76752812304414,293.30049173481945
281,312.84121832722036,284.41579881958046
282,321.52036694788,288.3268917111101
283,317.1885860611593,286.028029434477
284,317.6233309475587,289.1802159793749
285,315.48529216504267,289.67103418389956
286,315.4017018785864,287.1228969649944
287,310.2795515568718,289.2082457951398
288,314.6622102524238,282.40700313521006
289,311.7737510974861,293.56947416874215
290,316.00513255364206,285.9383187960452
291,312.6529227827309,287.36124773394744
292,316.70228314307536,289.77811148583936
293,313.43550728454005,288.98833856282005
294,319.6309356331564,297.15610518622435
295,312.54897725340794,287.8808847335944
296,315.0287970353406,285.4129512006822
297,317.7097282497379,287.4094143311717
298,313.6057365098442,287.8325885198965
299,317.57928435436685,282.92455805343576
300,315.15114193747934,288.8208555078054
301,312.9981011103394,291.5903271969566
302,312.03728433535315,286.5892944881578
303,311.6951287952778,292.5777035875039
304,315.76683065490823,282.6344074895557
305,315.211525827967,283.84895880983123
306,314.7436652464457,286.924708989816
307,313.95002466688794,287.38024306041785
308,317.2250275037306,286.58764100311816
309,315.7384573993745,292.39153208945936
310,314.39155664326825,283.55937401769364
311,316.2325700163888,286.05237179094223
312,315.9600855732054,292.33414378420605
313,322.9419895153485,284.1564995309633
314,314.96330593908186,289.51528126570923
315,307.6632527595667,290.0479764863818
316,317.2646473412697,291.192820973371
317,321.2632286394672,283.63919413617344
318,320.8875062798658,284.86889621703057
319,311.4643059843299,282.53615952908467
320,318.3523955455493,290.5868690740093
321,316.7049091456766,287.69375154351565
322,315.9139805093023,286.4312431746125
323,311.79896826862904,287.596913417941
324,313.9807697096902,290.69754817469135
325,316.95094355861056,286.1183883656822
326,321.7641035421201,287.6081066063288
327,316.61880459504243,284.9603297043614
328,319.12598179346935,288.56741439607606
329,314.8893070581578,291.7836988466386
330,310.7670660282755,295.1586740072281
331,316.07362734889824,291.2573767317937
332,315.02513384545415,288.94537294322794
333,312.2318072191559,287.76925567412087
334,314.77688828684205,284.53926716701534
335,316.06820449617595,288.3675137558454
336,312.55859585530527,290.2074730594192
337,318.2295338298345,291.46035426736245
338,313.39836499523136,290.42236699754693
339,316.20165747138924,292.2272578683988
340,319.15870350010266,290.8120817619178
341,313.14958478861604,289.26619305054055
342,318.3833495096924,290.60992762544345
343,312.9447723181861,286.3401478543129
344,309.57944909932127,293.3896109435426
345,320.2084264532102,288.75505910307874
346,316.6061642563435,287.5924026702831
347,316.4901696517422,284.6113176887899
348,317.06809882378144,289.2020421712598
349,316.8903779155292,292.0824568012336
350,309.1162300280717,291.15459903865906
351,314.221829266689,289.781398704489
352,314.2590517337265,289.62859091567867
353,319.2992812039699,287.4227280813313
354,314.15081506289164,288.37416248817766
355,315.0865009577315,281.0433770265458
356,315.87966147930706,286.7092182300085
357,316.7984846732036,286.3211214516718
358,314.39517503428476,289.1965093538299
359,318.1383254755931,289.1096293378924
360,314.56102345352184,285.3294818954328
361,314.07493441784675,288.6342330543025
362,322.4978201697756,291.2718513427716
363,313.65238142489835,288.27899162144286
364,314.85783400407234,289.26914027283266
365,315.39722065804943,289.47734328456414
366,313.0140269029067,290.71406880563353
367,316.8024956338242,289.363306020959
368,318.20634814536953,284.65191481995174
369,309.71872443764073,289.1743193757907
370,313.98999340975,292.2185407638877
371,315.5150267810249,287.8259459731991
372,309.84499557863995,284.5319370316378
373,319.8761709829251,289.7114968814281
374,316.8904815976335,294.5697268259813
375,315.16500818166685,292.59752003293727
376,320.5264767743744,285.3606503347164
377,315.01043080528683,293.8279619129555
378,319.35013414439806,289.99810902794314
379,313.0861152561106,284.14021321266137
380,315.3306452059419,289.51782308551645
381,312.2380867715751,289.23139243142435
382,316.00573120345075,286.9025033119794
383,312.148358316227,288.4026212330018
384,311.64919008546167,285.07008984321465
385,309.7751167949301,287.61939035484295
386,317.7559020494848,292.4881566215467
387,317.5907992748683,283.76139697618953
388,312.3628859098298,284.05953675064507
389,315.56779015427844,287.49182812618193
390,314.32013828122865,294.6888776132064
391,311.47883771728084,283.3032318823484
392,320.8956199353439,283.11063534938296
393,315.85402986659847,286.50390471384907
394,320.75362957183927,282.07406521975446
395,317.219450558515,285.9250008166714
396,311.9662496392505,288.5825835029724
397,314.65391311116076,287.7281168085529
398,315.29940946973187,289.94240132908953
399,316.59060776409814,285.5675081578763
400,311.39099360804244,286.69588487713384
401,310.78770607555543,292.3421339091479
402,310.59171510187497,287.26312315993357
403,316.7194409769927,295.1495467288353
404,310.31635000965565,289.3920717723063
405,315.80191036116446,283.2723571043088
406,316.56451816469706,289.61694440123165
407,315.41031913538205,284.2713615535529
408,318.23624824722015,292.36871813315395
409,314.9427476717336,287.9764020740694
410,312.1338072116935,288.7063204203548
411,313.37363504993937,285.0818604204762
412,314.12318735898185,285.1872367141513
413,315.77076449423845,289.91187497548003
414,316.1744910071985,288.8282167756973
415,319.6069525002029,290.5249623195053
416,313.5710033209787,289.13972501433574
417,312.61271223883296,284.24378489197676
418,316.55711008750035,287.86029660366177
419,312.65189597808296,286.9322768413907
420,319.7738851102949,288.94964723202924
421,321.6693328746899,281.37300835545904
422,314.62748635977243,288.84920680963404
423,317.31335107430704,286.9482068022427
424,311.38415611025835,284.73119747798546
425,314.22558672980887,282.72052850600585
426,316.2048305264939,288.84369016540165
427,317.54479089878413,293.1090659304107
428,318.9400795493118,282.5506726787813
429,313.0449234925921,289.66091311820884
430,318.0839750476735,294.8806956056868
431,318.63210802901034,289.3926393940629
432,314.6325007629976,290.299203321196
433,310.4310509421503,288.0501178619282
434,311.9922527878866,285.2726274889983
435,318.71178431727253,281.26977548420285
436,319.62029910869927,283.3852971861074
437,312.635761332668,285.88881212749936
438,318.80477247616614,287.81101666676494
439,318.41647714907236,289.12458924473157
440,315.64806526268063,286.8930978349712
441,313.48819737132095,286.37776627121036
442,317.8209698774971,290.11135301126745
443,311.3868736303858,292.2564147632216
444,313.3244337425198,285.99345547965424
445,312.4267515904403,289.52947837024857
446,314.89071007662665,286.608208046862
447,315.8019842087037,286.71792942138484
448,312.608569845583,291.401942123316
449,318.14206891122865,286.47301328282805
450,315.19573524810073,290.9237419763383
451,312.65099937366585,291.293991527602
452,316.6801946777103,283.3188305375318
453,313.211186091568,287.5811127218054
454,313.3657490715744,285.2612681045402
455,317.4518681580677,287.4720758314452
456,310.7531241884589,286.3659869204886
457,316.9893590589921,289.8772261442368
458,318.39854764134674,283.73461312154586
459,313.77507929681053,289.01555465094305
460,310.07995816100123,285.0737879118981
461,316.14791495882866,289.0497601243322
462,311.02227843600036,289.38735687042197
463,309.33471796673183,288.6670159871553
464,317.02912663621703,291.02539033957896
465,319.79308661017427,297.0657660217846
466,314.9394652292354,293.81227036762704
467,317.51553021767904,292.48146859968756
468,318.2457736538679,290.73378204895795
469,312.56333207237884,284.40924209022756
470,315.1619953799059,282.01290808224496
471,321.97680965412684,287.5369502789305
472,313.2293554849284,288.21855632035596
473,312.7805748033905,282.5008676035783
474,313.62630234359017,288.84783038726187
475,314.3789556425153,286.71590946181976
476,318.98494194990144,290.99218004771114
477,316.736183830144,291.43303493800204
478,320.24144589488327,292.559365072661
479,316.83161754803456,293.4787629132312
480,320.10069212645067,291.8566236698424
481,312.78973733415916,284.8279823293454
482,318.56153443428514,282.6812855373055
483,314.37977728820056,293.46275646048286
484,322.62579839255443,290.1810474251733
485,315.2353927851896,288.1587342156425
486,309.7891607137711,292.5519815821838
487,315.3348698651647,289.58621796791215
488,307.07090637965945,289.60914528245723
489,311.4894158733756,283.08042878344446
490,318.3948083237796,287.8548998982417
491,314.3196416654226,287.11607045271506
492,314.58534659113275,285.2700513546977
493,317.7104879058724,285.1257809185182
494,309.185672152989,288.81713552647454
495,318.41544485433553,283.9958966291203
496,314.262039828427,291.6300569056986
497,313.6805346551493,289.5478899673087
498,316.6524968399625,288.9525778496252
499,310.293734694582,295.06170762526807
500,318.89786393945036,296.96833027748295
501,319.0504006797063,296.9587616151029
502,318.98874517635875,296.9985054559927
503,319.0285531990257,297.0841244811647
504,319.00073663419727,296.9980504903586
505,319.0396954693586,296.9940115372235
506,318.94411673910895,296.90351369532016
507,318.9820713979704,297.1342238669534
508,319.06743723850684,296.9761310232762
509,318.95717675278433,296.9802994017865
510,319.05475985740924,297.0143814369446
511,319.0418588264701,296.94918739854836
512,318.976720379968,296.95099985800476
513,319.0052732348174,297.13362327295226
514,318.9894826705228,297.1338029761481
515,318.92304190248007,297.0488220896134
516,318.9761261119619,296.93359517504325
517,319.01595409317105,297.003218764428
518,319.0823886749636,297.04644797626224
519,318.9548403350087,297.02561024235996
520,318.98150329547246,297.06322585253776
521,318.98939103248784,297.06164513824507
522,319.00081779344316,296.897900639728
523,319.09610584017827,296.96458417559217
524,318.940796458422,297.0127904894076
525,319.0297402660238,297.00777513428284
526,318.9649139871398,297.09155486742566
527,319.10464103628414,296.882123326151
528,318.98316168693725,297.04218991942156
529,319.02034164187234,296.94767864599606
530,318.94683790216305,296.9721083526462
531,318.98993390241446,296.97696363561016
532,318.9740306408552,297.07475178784256
533,318.9649257159736,297.01046706223525
534,319.02872144621034,296.9649106240325
535,319.0359904507839,297.02815235286516
536,319.07717728005696,296.97677732015495
537,318.97605151298893,296.9369081036574
538,318.99449786976936,297.0169746110809
539,319.03648916254417,296.92958253941504
540,319.00404480473856,297.0945349865954
541,319.0155625842188,297.0278780286552
542,319.01483437915425,297.03848121925546
543,318.9552790973825,297.00672910286784
544,319.05115618749755,296.9299019383238
545,319.0108408136414,297.01587132161785
546,318.9939502044852,297.02267664761416
547,319.0093902025858,297.05986333097485
548,319.07667998764464,296.9505613178969
549,319.0256370645948,297.0495158584945
550,318.979744974678,296.978792987369
551,318.9252529981764,297.03366402887144
552,318.97986459727423,296.99375270054566
553,318.91985949175796,296.99809585833407
554,318.93990232478376,297.0347036724772
555,318.9870985766103,297.00033475299114
556,318.97464622904846,297.01742617067856
557,319.02265858206107,296.9975658376836
558,319.0107872774168,296.9708108154366
559,318.9935419994284,297.03272448330637
560,319.003643008168,297.0231326113909
561,319.0704870975448,297.01169245324525
562,318.9293065752207,297.00044394447707
563,319.0342035822975,296.9757676485617
564,318.963760098513,297.019928259766
565,318.98570418855854,296.9910790149169
566,319.0054187456364,296.98038551062194
567,319.0221518584162,296.9659440219906
568,319.0276094491669,296.98357425892846
569,318.9689907327456,296.9796783446219
570,318.92199885485513,297.1436104771959
571,319.0409793665734,297.0052593786002
572,318.9443720467353,297.02901571428094
573,318.95935682079215,297.0628804398469
574,319.0306162584083,297.1196933287231
575,319.0228018070443,297.090670571867
576,318.84754069455715,296.97590900646736
577,319.057847660452,297.03109768448536
578,319.02918365103386,296.981962413006
579,318.9180703223759,296.90890711119954
580,319.01347908999026,296.9763602713404
581,319.03643858512737,296.99897437940973
582,319.04500395732884,297.0630665911092
583,319.06295071028626,297.09460146445383
584,318.86431252850116,296.98295672388343
585,318.9877446375355,296.9900565571885
586,318.9285162171051,296.9835138810288
587,318.9888023456151,297.093654029444
588,318.9823926266928,296.96974882840345
589,318.89859364057963,297.0674612529784
590,319.0446981960179,296.99488074819686
591,318.98883776421343,296.9861580598275
592,318.9412333921894,297.00660667483163
593,319.0637260519519,297.0280671080416
594,318.97379225953125,297.03650067655053
595,318.9814362033671,296.93418255323047
596,319.05215099363573,296.95788004475935
597,319.0775334572142,296.9901703730232
598,319.03877558154744,296.9727094479843
599,318.92671818642236,296.9936500802901
600,315.06574563310636,324.3201184746578
601,298.4900258315221,314.82894226386037
602,301.8502876063912,297.7307588616297
603,312.9179627391016,328.72347166921423
604,302.2243904715196,316.3995365939058
605,311.0087561532232,322.8824046611744
606,296.07657825806876,325.8706473396666
607,298.00288664359033,332.85427438753055
608,302.7058905486498,300.89622693707184
609,300.67215315116135,310.65090276667627
610,314.3852194662078,301.4906642482852
611,315.1017848301171,301.05398300821685
612,298.5733069872614,306.06477260449776
613,303.7756788199558,324.1859617822621
614,300.1126763579802,294.14191265325456
615,301.5452680947432,302.9415189098607
616,300.66525728887547,310.5264227809909
617,310.3994349040424,308.71876520226994
618,307.8959545828017,299.235077948234
619,304.83865962001573,323.68491503780115
620,315.32635582360103,306.2358471191067
621,304.93332457111336,321.30120937134546
622,307.80677728131445,309.3064954116662
623,297.0479696874675,327.9786358454979
624,300.19538966387887,324.504308407851
625,297.45270565358214,328.35024923418825
626,311.00514453129466,323.1861637969636
627,314.9733084549614,314.33535188504663
628,299.0876684531458,308.4747666655386
629,298.99388825208473,294.36017744071586
630,303.2620680086778,311.9532127831809
631,312.0360929393686,296.53074043912284
632,314.6130644665529,320.9994893961445
633,298.7252107377197,321.14266290699675
634,303.205182212135,310.96743053416435
635,306.55329339720134,315.90783123294204
636,312.7775788305803,326.56764582369783
637,300.59576097654065,308.17102337184645
638,300.759862699284,330.23685518249806
639,302.50372057115436,328.6091982403677
640,310.61819028632135,321.72435367623837
641,315.0768203992397,300.6666503321433
642,298.26977569235135,321.503870615742
643,308.8209794217852,314.4293329870824
644,298.6683352032607,298.4379342074194
645,311.06070253843956,300.83131178683885
646,307.5703145596916,333.8675828427072
647,306.4718005981888,322.01420861010314
648,312.71585250891013,306.90279866873016
649,304.9721694138822,311.58418227491455
650,300.36389632700065,305.72388685523526
651,314.6103961461621,315.3089708112028
652,311.958467480932,304.77992037399764
653,297.57728262647385,324.58667696955695
654,297.12161981472923,318.02373615933436
655,301.94802633890765,326.6991112570576
656,306.37229666950554,331.9009658326514
657,308.5226827325838,294.7510932280659
658,305.0041570297664,306.0977351918459
659,304.3430293562104,314.5952763159096
660,310.7466256779778,322.07351916923926
661,298.82893571439917,328.48449601407566
662,298.8746455898626,329.96534704427194
663,304.4053335461452,330.0553169112283
664,312.59823587873757,326.9487130787342
665,313.26266614296117,312.88606590270416
666,305.52392634505446,326.15737196838023
667,305.6070980770019,326.618348783625
668,310.13345772279916,309.8293177094387
669,308.4211446115579,330.4566556085547
670,303.7465535174812,296.6786563802084
671,310.9785808917208,296.3627884720265
672,308.7259466959558,318.6720125789099
673,306.0623304188656,318.998575568478
674,298.9659064527549,317.4439224675563
675,314.46750580372867,300.41385654728634
676,308.7015818714455,306.38981110644795
677,309.63203918093234,311.4484586671634
678,303.38774998597745,321.5252895027066
679,313.8525692249895,314.3050110820904
680,301.9632566515483,295.3429507530525
681,305.5090206177648,324.99373372389255
682,306.9461844545507,296.7739655301391
683,302.7911907694031,323.8360553470686
684,297.496425261829,312.51654604033837
685,306.8289447180278,301.7915316823762
686,309.7125543401728,314.80752220886717
687,304.0106586914391,308.538124437247
688,307.54419065147636,296.8682530545179
689,298.6465743396484,320.98884190677603
690,314.3349384584184,327.28083788616334
691,315.2922581385996,323.6528161353011
692,305.839631299547,302.7388798575147
693,302.88736991991254,296.46284195418025
694,299.5717161366054,316.8418853274654
695,304.8885509394365,302.5992643091527
696,297.24901769283605,309.6293553170335
697,310.6366738384423,301.96848932971056
698,298.92764955750647,297.86825523843623
699,296.6838095337095,323.1722961376464
700,302.01386083387865,295.54185114618946
701,304.8532545590804,317.5608545141908
702,304.83367188287576,305.83840115218163
703,296.2718125809628,333.65083151763986
704,312.7775335838317,324.11331242735463
705,311.9052270234563,318.1894213834571
706,300.4981026505459,329.9479575211445
707,312.3276672675812,301.0261803760279
708,301.21596370471656,324.7725616636058
709,297.0127290524755,323.5885803166723
710,297.8519155394347,312.09068496326086
711,308.29486647907555,302.4784618282515
712,303.6640708613597,303.9449911274021
713,296.99214252561865,312.4917039704173
714,311.10654814877984,302.0071991962602
715,296.3095183936383,318.39244924523365
716,309.3395007432423,305.9128494128136
717,303.65150806908343,317.74925210890774
718,314.2580505002211,298.504412546068
719,312.31611540907153,299.36213023921175
720,305.52159637437336,318.7524102457741
721,315.07084309114254,321.21593294481306
722,298.3438945466768,300.683471958626
723,309.26665483418424,303.79241995059294
724,305.0401027361032,327.1349338284173
725,299.4058323645198,319.37286592417746
726,301.51991497111464,322.8557543253561
727,306.555255124461,296.1111366516282
728,302.0124392056438,313.136928263578
729,297.98838873211196,295.56659227715403
730,299.5392703161871,309.47330228355696
731,308.5634426250458,295.4682369174022
732,296.7374738334977,330.90978256556747
733,314.22284766897315,311.44145891735997
734,303.6825738615806,330.5169306686015
735,309.87817149612755,317.67117389983895
736,302.3843370560889,332.90158482985544
737,304.12445027364055,321.0666639771296
738,306.0489702545639,303.49778647225196
739,301.936282228307,328.39454312546906
740,307.97236880693646,308.47600432058704
741,303.8879557789551,301.4395172923971
742,303.19783101530834,322.457890040233
743,309.67916430856695,321.2800902054559
744,302.84993881316245,299.57257575632366
745,301.0524411038493,315.1106902470054
746,306.8299881986975,299.2469954131341
747,296.77549020797187,322.69770339869206
748,315.11645740374763,310.64036936770253
749,302.1320775100755,317.3158168495014
750,313.9979340086189,321.43269176187823
751,308.52297371141066,324.97233271872017
752,315.1098199825319,315.29245539689526
753,312.66790518106353,317.3291474407867
754,307.33513017372866,318.28852087969886
755,311.64935129234317,327.96955441626017
756,296.68972133060043,318.1568877020854
757,311.786096442622,316.4246106739301
758,308.00786743991176,332.61657538636905
759,313.11304614303197,320.3934013595503
760,300.68769963911666,322.43319837343785
761,308.6592289059614,310.2748126411958
762,314.964462889168,310.01095956385007
763,311.8332185431132,313.0361744085726
764,313.6426263863921,319.531694524126
765,300.365856073268,311.44029079131604
766,303.76985483114834,331.4393147973312
767,296.4454120616774,323.05790319925325
768,308.7119464048107,329.75343485904136
769,302.04445088993907,308.0086847440395
770,309.3560609631017,309.3428084508132
771,300.06833441732135,294.97639592407444
772,308.2511348657964,333.5836222828409
773,303.9266101462643,308.7982061178248
774,298.3669083160747,320.89632571772273
775,296.65099727267034,328.8481524364634
776,306.20312681547585,331.20784519411626
777,297.0331234427115,328.2406001194873
778,308.4381789975296,304.740446589232
779,315.70499600465905,305.64839266268046
780,302.4100962908329,296.04359000816777
781,300.21250221273243,333.77400629312234
